None,mdate,open_d,high_d,low_d,close_d,volume
461,2021-11-23,615.0,615.0,611.0,612.0,20022.52
462,2021-11-24,612.0,612.0,602.0,603.0,22978.524
463,2021-11-25,605.0,607.0,601.0,603.0,14171.433
464,2021-11-26,598.0,601.0,592.0,596.0,27882.175
465,2021-11-29,594.0,598.0,591.0,593.0,24160.615
466,2021-11-30,597.0,600.0,591.0,596.0,69160.408
467,2021-12-01,596.0,603.0,594.0,600.0,30119.408
468,2021-12-02,605.0,615.0,602.0,615.0,48720.976
469,2021-12-03,614.0,614.0,606.0,608.0,27571.974
470,2021-12-06,603.0,609.0,600.0,600.0,24474.913
471,2021-12-07,602.0,607.0,597.0,607.0,21105.883
472,2021-12-08,614.0,614.0,602.0,602.0,22194.708
473,2021-12-09,606.0,608.0,602.0,608.0,12467.833
474,2021-12-10,605.0,608.0,602.0,605.0,11371.659
475,2021-12-13,609.0,610.0,601.0,601.0,17994.933
476,2021-12-14,598.0,600.0,597.0,599.0,22997.961
477,2021-12-15,597.0,601.0,596.0,600.0,22419.04
478,2021-12-16,605.0,605.0,601.0,605.0,22151.282
479,2021-12-17,601.0,607.0,599.0,607.0,30319.495
480,2021-12-20,607.0,607.0,598.0,598.0,22381.761
481,2021-12-21,597.0,600.0,595.0,597.0,17669.559
482,2021-12-22,598.0,601.0,598.0,600.0,10127.887
483,2021-12-23,607.0,608.0,602.0,606.0,16910.501
484,2021-12-24,606.0,609.0,604.0,604.0,12008.673
485,2021-12-27,604.0,610.0,604.0,606.0,16771.9
486,2021-12-28,610.0,615.0,610.0,615.0,35156.339
487,2021-12-29,615.0,619.0,614.0,616.0,25604.32
488,2021-12-30,619.0,620.0,615.0,615.0,20522.055
489,2022-01-03,619.0,632.0,618.0,631.0,73703.302
490,2022-01-04,645.0,656.0,644.0,656.0,90945.643
491,2022-01-05,669.0,669.0,646.0,650.0,72505.55
492,2022-01-06,638.0,646.0,636.0,644.0,57490.736
493,2022-01-07,643.0,646.0,632.0,634.0,39847.766
494,2022-01-10,628.0,645.0,627.0,643.0,39286.754
495,2022-01-11,646.0,651.0,639.0,651.0,36186.544
496,2022-01-12,657.0,660.0,650.0,660.0,40832.298
497,2022-01-13,658.0,662.0,655.0,661.0,39172.028
498,2022-01-14,673.0,673.0,661.0,672.0,98768.193
499,2022-01-17,685.0,688.0,678.0,683.0,63828.552
500,2022-01-18,678.0,681.0,662.0,662.0,48802.321
501,2022-01-19,652.0,660.0,651.0,654.0,44092.247
502,2022-01-20,650.0,657.0,646.0,651.0,48996.473
503,2022-01-21,644.0,646.0,637.0,641.0,53966.101
504,2022-01-24,639.0,655.0,637.0,653.0,48665.203
505,2022-01-25,643.0,645.0,638.0,641.0,53927.064
506,2022-01-26,635.0,641.0,635.0,636.0,33093.553
507,2022-02-07,644.0,644.0,631.0,635.0,64637.049
508,2022-02-08,645.0,645.0,628.0,628.0,43786.259
509,2022-02-09,635.0,637.0,630.0,633.0,33633.394
510,2022-02-10,639.0,649.0,637.0,649.0,37388.892
511,2022-02-11,646.0,650.0,642.0,650.0,28194.682
512,2022-02-14,640.0,641.0,635.0,637.0,39394.67
513,2022-02-15,633.0,639.0,633.0,633.0,24497.955
514,2022-02-16,645.0,646.0,640.0,646.0,27395.771
515,2022-02-17,644.0,646.0,641.0,645.0,20447.347
516,2022-02-18,638.0,639.0,636.0,637.0,21948.975
517,2022-02-21,633.0,636.0,632.0,632.0,25769.408
518,2022-02-22,628.0,630.0,625.0,627.0,38526.21
519,2022-02-23,624.0,629.0,623.0,625.0,34561.338
520,2022-02-24,618.0,619.0,604.0,604.0,80672.979
521,2022-02-25,600.0,609.0,600.0,604.0,94155.943
522,2022-03-01,599.0,610.0,599.0,604.0,70303.88
523,2022-03-02,601.0,605.0,600.0,601.0,42428.151
524,2022-03-03,603.0,607.0,601.0,602.0,37103.932
525,2022-03-04,595.0,597.0,592.0,595.0,65235.167
526,2022-03-07,580.0,581.0,575.0,576.0,97167.6
527,2022-03-08,561.0,570.0,561.0,563.0,88371.413
528,2022-03-09,567.0,573.0,567.0,568.0,57512.412
529,2022-03-10,585.0,589.0,582.0,587.0,49092.145
530,2022-03-11,581.0,582.0,574.0,575.0,42981.381
531,2022-03-14,574.0,577.0,572.0,572.0,38562.552
532,2022-03-15,562.0,563.0,558.0,558.0,84338.792
533,2022-03-16,564.0,565.0,555.0,558.0,50764.807
534,2022-03-17,578.0,583.0,575.0,582.0,65820.899
535,2022-03-18,582.0,582.0,576.0,581.0,49583.448
536,2022-03-21,583.0,589.0,583.0,586.0,22800.165
537,2022-03-22,577.0,586.0,577.0,583.0,23421.124
538,2022-03-23,590.0,590.0,586.0,590.0,27475.008
539,2022-03-24,587.0,592.0,585.0,591.0,20769.676
540,2022-03-25,597.0,598.0,595.0,598.0,26794.684
541,2022-03-28,581.0,586.0,580.0,584.0,27954.73
542,2022-03-29,586.0,589.0,584.0,589.0,15742.359
543,2022-03-30,599.0,600.0,597.0,600.0,43256.548
544,2022-03-31,602.0,602.0,594.0,597.0,25130.417
545,2022-04-01,585.0,589.0,584.0,589.0,31247.086
546,2022-04-06,578.0,580.0,575.0,578.0,40726.932
547,2022-04-07,571.0,573.0,566.0,566.0,47212.937
548,2022-04-08,567.0,570.0,566.0,567.0,31406.384
549,2022-04-11,563.0,566.0,558.0,558.0,41713.758
550,2022-04-12,554.0,564.0,552.0,557.0,34799.056
551,2022-04-13,564.0,576.0,563.0,573.0,36968.137
552,2022-04-14,577.0,578.0,573.0,573.0,20224.847
553,2022-04-15,562.0,566.0,561.0,562.0,33158.93
554,2022-04-18,559.0,566.0,558.0,561.0,16579.296
555,2022-04-19,566.0,569.0,563.0,565.0,18811.242
556,2022-04-20,570.0,570.0,562.0,570.0,28240.222
557,2022-04-21,571.0,571.0,565.0,565.0,21539.083
558,2022-04-22,558.0,559.0,557.0,558.0,35567.672
559,2022-04-25,550.0,552.0,546.0,547.0,49067.362
560,2022-04-26,550.0,551.0,544.0,546.0,39549.934
561,2022-04-27,530.0,532.0,526.0,526.0,65034.122
562,2022-04-28,530.0,532.0,523.0,531.0,50406.145
563,2022-04-29,547.0,547.0,535.0,538.0,39960.198
564,2022-05-03,538.0,540.0,530.0,531.0,29502.561
565,2022-05-04,533.0,537.0,530.0,534.0,17305.449
566,2022-05-05,543.0,544.0,539.0,542.0,22540.182
567,2022-05-06,528.0,531.0,526.0,528.0,34512.038
568,2022-05-09,523.0,524.0,520.0,520.0,27309.304
569,2022-05-10,506.0,519.0,505.0,518.0,44322.247
570,2022-05-11,518.0,526.0,518.0,521.0,28109.896
571,2022-05-12,516.0,518.0,505.0,505.0,35824.788
572,2022-05-13,507.0,514.0,506.0,511.0,30204.773
573,2022-05-16,521.0,524.0,518.0,520.0,22012.61
574,2022-05-17,521.0,533.0,520.0,530.0,25812.051
575,2022-05-18,541.0,541.0,534.0,538.0,33605.299
576,2022-05-19,523.0,527.0,520.0,522.0,40798.132
577,2022-05-20,524.0,532.0,523.0,530.0,26111.163
578,2022-05-23,533.0,534.0,528.0,528.0,18919.447
579,2022-05-24,530.0,531.0,520.0,520.0,19130.619
580,2022-05-25,522.0,529.0,520.0,524.0,22460.245
581,2022-05-26,523.0,525.0,513.0,514.0,31542.825
582,2022-05-27,524.0,530.0,522.0,530.0,30113.22
583,2022-05-30,538.0,547.0,537.0,547.0,36480.411
584,2022-05-31,542.0,560.0,540.0,560.0,81962.87
585,2022-06-01,550.0,555.0,548.0,549.0,32970.903
586,2022-06-02,544.0,545.0,540.0,540.0,26063.495
587,2022-06-06,541.0,544.0,538.0,540.0,23732.327
588,2022-06-07,535.0,538.0,532.0,535.0,22152.512
589,2022-06-08,539.0,545.0,538.0,544.0,19609.522
590,2022-06-09,538.0,542.0,537.0,541.0,16894.479
591,2022-06-10,530.0,533.0,529.0,530.0,22614.596
592,2022-06-13,518.0,519.0,515.0,516.0,36758.925
593,2022-06-14,507.0,514.0,507.0,513.0,38838.778
594,2022-06-15,508.0,515.0,508.0,509.0,38360.508
595,2022-06-16,515.0,516.0,507.0,508.0,31908.028
596,2022-06-17,499.5,503.0,499.0,501.0,48400.798
597,2022-06-20,500.0,502.0,495.0,498.0,36664.463
598,2022-06-21,501.0,505.0,499.0,505.0,34432.537
599,2022-06-22,501.0,503.0,494.5,494.5,33438.921
600,2022-06-23,492.0,493.5,485.0,485.5,46808.462
601,2022-06-24,489.5,492.5,485.5,486.5,29003.676
602,2022-06-27,496.0,506.0,495.5,498.5,38684.368
603,2022-06-28,496.0,500.0,496.0,497.5,16867.955
604,2022-06-29,496.0,498.5,491.0,491.0,33124.986
605,2022-06-30,484.5,486.5,476.0,476.0,49820.824
606,2022-07-01,471.5,474.0,452.5,453.5,72597.018
607,2022-07-04,443.0,451.5,440.0,440.0,61206.245
608,2022-07-05,449.5,451.5,433.0,446.0,55469.884
609,2022-07-06,442.0,447.5,435.0,435.5,42156.925
610,2022-07-07,442.0,459.0,438.5,457.5,50984.11
611,2022-07-08,470.0,470.5,461.5,467.0,39134.398
612,2022-07-11,468.0,470.5,461.0,462.0,22930.675
613,2022-07-12,458.0,458.0,449.5,449.5,24155.935
614,2022-07-13,470.5,473.0,466.0,470.5,48134.139
615,2022-07-14,466.0,477.5,463.0,475.0,34014.188
616,2022-07-15,481.0,494.0,477.0,492.5,56039.339
617,2022-07-18,495.5,498.5,488.5,495.5,40797.601
618,2022-07-19,487.5,493.0,486.5,491.0,20554.247
619,2022-07-20,502.0,503.0,491.5,495.0,36862.724
620,2022-07-21,496.0,501.0,494.0,501.0,23893.063
621,2022-07-22,505.0,505.0,500.0,503.0,26904.474
622,2022-07-25,500.0,503.0,498.0,499.5,16803.972
623,2022-07-26,499.5,499.5,491.0,495.0,19524.143
624,2022-07-27,494.0,502.0,491.0,502.0,18411.136
625,2022-07-28,509.0,509.0,499.0,501.0,35020.547
626,2022-07-29,508.0,510.0,504.0,509.0,30632.627
627,2022-08-01,506.0,508.0,500.0,504.0,24991.291
628,2022-08-02,494.0,496.0,488.5,492.0,42669.591
629,2022-08-03,494.0,501.0,493.0,501.0,29838.832
630,2022-08-04,499.0,503.0,495.0,500.0,26589.086
631,2022-08-05,509.0,516.0,507.0,516.0,35052.642
632,2022-08-08,510.0,515.0,509.0,512.0,20568.971
633,2022-08-09,507.0,511.0,504.0,510.0,24370.709
634,2022-08-10,500.0,503.0,499.5,500.0,22112.239
635,2022-08-11,513.0,514.0,510.0,514.0,24906.177
636,2022-08-12,515.0,518.0,514.0,517.0,21343.45
637,2022-08-15,520.0,524.0,519.0,523.0,22519.886
638,2022-08-16,526.0,526.0,523.0,525.0,21234.122
639,2022-08-17,524.0,527.0,521.0,527.0,28461.939
640,2022-08-18,520.0,521.0,519.0,520.0,18721.898
641,2022-08-19,519.0,523.0,517.0,519.0,14235.983
642,2022-08-22,511.0,514.0,510.0,510.0,23175.82
643,2022-08-23,503.0,506.0,502.0,504.0,20997.847
644,2022-08-24,504.0,508.0,503.0,503.0,14995.494
645,2022-08-25,505.0,510.0,504.0,508.0,10254.367
646,2022-08-26,513.0,515.0,511.0,512.0,13268.148
647,2022-08-29,497.0,502.0,496.0,498.5,28217.313
648,2022-08-30,497.5,500.0,496.0,496.0,25699.463
649,2022-08-31,492.0,505.0,492.0,505.0,50999.514
650,2022-09-01,495.0,495.5,490.0,490.5,42008.49
651,2022-09-02,488.0,489.5,485.0,485.0,33877.655
652,2022-09-05,485.0,488.0,484.0,486.0,17327.72
653,2022-09-06,488.5,491.5,486.5,489.0,21197.718
654,2022-09-07,477.0,478.0,472.0,472.5,38168.331
655,2022-09-08,473.0,475.0,472.0,475.0,35355.467
656,2022-09-12,485.0,491.0,485.0,486.5,27181.969
657,2022-09-13,495.0,495.0,491.0,493.0,18916.557
658,2022-09-14,478.5,482.5,476.0,480.0,25046.11
659,2022-09-15,476.0,480.0,476.0,476.5,24272.164
660,2022-09-16,470.5,472.0,469.0,472.0,41889.816
661,2022-09-19,472.0,473.0,466.5,467.0,20724.347
662,2022-09-20,470.5,478.0,470.0,476.5,23269.759
663,2022-09-21,473.5,475.5,468.5,471.0,24686.05
664,2022-09-22,462.0,468.0,459.0,464.5,31417.685
665,2022-09-23,458.5,460.5,455.0,455.0,32804.066
666,2022-09-26,443.0,454.0,443.0,446.5,34856.957
667,2022-09-27,449.0,451.5,446.0,448.0,29570.005
668,2022-09-28,447.0,449.0,438.0,438.0,37827.459
669,2022-09-29,443.0,443.5,432.0,435.0,42884.163
670,2022-09-30,424.5,427.5,422.0,422.0,58366.82
671,2022-10-03,418.5,424.5,416.5,417.0,38354.967
672,2022-10-04,429.5,432.0,427.0,429.0,42455.417
673,2022-10-05,444.5,451.0,442.0,445.0,48321.335
674,2022-10-06,450.5,451.0,447.0,451.0,30750.331
675,2022-10-07,448.5,448.5,437.0,438.0,32872.044
676,2022-10-11,408.0,412.5,401.0,401.5,109842.903
677,2022-10-12,397.0,400.0,395.5,397.5,64138.351
678,2022-10-13,400.5,403.0,395.0,395.0,43158.592
679,2022-10-14,414.5,416.0,409.0,412.0,59841.064
680,2022-10-17,400.0,403.5,396.0,397.0,45038.159
681,2022-10-18,406.5,407.0,399.5,407.0,41304.834
682,2022-10-19,404.0,405.0,395.5,395.5,48655.069
683,2022-10-20,391.0,397.5,386.0,397.5,63202.035
684,2022-10-21,395.5,398.5,389.5,389.5,38968.511
685,2022-10-24,395.0,397.5,387.0,387.0,48691.083
686,2022-10-25,380.0,382.5,371.0,371.0,81173.913
687,2022-10-26,370.5,379.0,370.0,376.0,61440.878
688,2022-10-27,384.5,389.0,382.5,385.5,47160.778
689,2022-10-28,379.5,382.0,375.0,379.5,44691.746
690,2022-10-31,386.0,390.0,381.0,390.0,40598.928
691,2022-11-01,388.5,393.0,386.0,391.5,42123.141
692,2022-11-02,391.0,395.0,388.5,395.0,23169.428
693,2022-11-03,385.0,387.0,383.5,384.0,42092.776
694,2022-11-04,381.0,384.5,378.5,382.0,30839.846
695,2022-11-07,390.0,393.0,387.0,390.0,37704.746
696,2022-11-08,395.0,399.5,394.0,399.0,32576.136
697,2022-11-09,403.5,417.0,403.5,417.0,56357.663
698,2022-11-10,409.0,411.5,406.0,407.5,33671.621
699,2022-11-11,441.5,442.0,435.0,441.5,83770.04
700,2022-11-14,450.0,450.0,441.5,445.0,63282.094
701,2022-11-15,465.0,487.0,462.0,480.0,118536.865
702,2022-11-16,491.5,494.0,481.5,487.0,88416.393
703,2022-11-17,482.5,485.0,475.0,485.0,46850.915
704,2022-11-18,491.5,494.0,486.0,487.0,37001.332
705,2022-11-21,487.5,489.5,480.5,482.0,30609.465
706,2022-11-22,476.0,491.0,476.0,491.0,39329.44
707,2022-11-23,494.5,496.0,488.5,492.0,34752.559
708,2022-11-24,494.0,496.0,492.0,496.0,28477.359
709,2022-11-25,494.0,498.0,494.0,498.0,41461.805
710,2022-11-28,486.0,490.0,480.5,480.5,40815.045
711,2022-11-29,473.5,488.0,473.0,487.0,40266.315
712,2022-11-30,483.0,490.0,482.5,490.0,60728.041
713,2022-12-01,506.0,508.0,498.5,498.5,43684.491
714,2022-12-02,490.0,497.0,490.0,492.5,29909.021
715,2022-12-05,491.5,497.5,489.0,489.0,33048.153
716,2022-12-06,488.0,489.0,478.0,478.0,44964.237
717,2022-12-07,477.0,485.5,475.0,475.0,39978.821
718,2022-12-08,475.0,475.0,467.0,471.5,28348.573
719,2022-12-09,478.0,484.5,476.0,481.5,28903.86
720,2022-12-12,476.5,478.0,473.5,475.0,24064.002
721,2022-12-13,473.0,476.0,471.0,471.5,36028.109
722,2022-12-14,472.0,480.5,472.0,480.5,35263.781
723,2022-12-15,476.0,481.5,474.5,480.5,26001.756
724,2022-12-16,466.5,471.0,465.5,471.0,51707.693
725,2022-12-19,466.5,469.5,465.0,466.5,24231.653
726,2022-12-20,465.0,467.0,455.0,457.5,33181.363
727,2022-12-21,460.0,463.0,457.0,459.0,40831.313
728,2022-12-22,466.5,469.0,464.0,468.0,14519.582
729,2022-12-23,457.5,458.5,455.0,455.0,26724.153
730,2022-12-26,454.0,457.0,453.5,456.5,9152.79
731,2022-12-27,458.0,462.5,457.0,457.0,10486.219
732,2022-12-28,451.0,452.0,446.0,451.0,34823.492
733,2022-12-29,444.0,449.5,442.5,446.0,25596.357
734,2022-12-30,455.0,456.5,448.5,448.5,22297.604
